autorstvo,titul,rok,pocet_stran
,Ovocné dorty a koláče,2008,160
,Brambory,2008,160
"Vašák, Jaroslav",Česká domácí kuchařka,2008,679
,Ryby,2008,160
"Karmel, Annabel",100 nejlepších dětských kašiček,2008,127
"Vlachová, Libuše",Minutkové speciality,2008,90
"Michňová, Pavla",Recepty pro hlubokou kapsu,2008,106
"Mayer, Miroslav",Oblíbené babiččiny bylinky pro léčení i vaření,2008,90
"Haller, James",Francouzský život,2008,231
"Murakami, Ryū",V polévce miso,2008,203
"Bartášková, Dagmar",Cukrovka,2008,179
"Marečková, Olga",Nemoci žlučníku a žlučových cest,2008,126
"Brahová, Marie",Ozdobné perníčky,2008,31
"Montignac, Michel",Francouzská dieta,2008,187
"Požárová, Lenka",Celer,2008,60
"Trnková, Klára",Tajné velikonoční recepty naší babičky,2008,39
"Brandl, Franz",Koktejly,2008,224
,Ryby a plody moře,2008,80
"Vaništa, Jiří",Diety při onemocnění mononukleózou,2008,31
,Steaky,2008,80
"Kiefer, Ingrid",77 jednoduchých tipů na hubnutí,2008,96
"Nodl, Ladislav",Umění kuchyně,2008,341
,Thiazolidindiony PPAR receptory a metabolický syndrom,2008,96
"Horsáková, Monika",Pod pokličkou 3,2008,210
"Golková, Monika",Jím a mládnu aneb Anti-aging na talíři,2008,93
"Sedláčková, Hana",Kuchařka české šlechty,2008,214
"Trnková, Klára",Lunární recepty Kláry Trnkové,2008,38
"Trnková, Klára",Lunární recepty Kláry Trnkové,2008,38
"Trnková, Klára",Lunární recepty Kláry Trnkové,2008,38
"Merson, Sarah",100 nej potravin proti stárnutí,2008,128
"Höflerová, Jitka",130 gulášů,2008,74
"Kepáková, Hana",Moučníky,2008,321
"Mandžuková, Jarmila",Dělená strava,2008,104
"Havlová, Vladimíra",Kuchařka při onemocnění žaludku a dvanáctníku,2008,85
"Havlová, Vladimíra",Kuchařka při onemocnění žlučníku,2008,78
,Zapékání,2008,80
"Ellrott, Thomas",4 týdenní plány pro zhubnutí,2008,127
"Arnold, Nick",Nechutně výživné experimenty,2008,94
"Trnková, Klára",Lunární recepty Kláry Trnkové,2008,38
,Houbová kuchařka,2008,96
"Pavličová, Šárka",Dnes vařím já,2008,302
"Bubeníková, Marie",Rok šumavské vesnice,2008,165
"Ellrott, Thomas",4 další týdenní plány pro zhubnutí,2008,91
"Bouchnerová, Eva",Strašidlácká kuchařka,2008,91
"Vašák, Jaroslav",Pivo,2008,171
,Hrušky v naší kuchyni,2008,79
"Cronjaeger, Marietta",Více než 100 chutných a zdravých receptů pro děti a kojící matky,2008,142
"Bestajovský, Martin",Velká kniha lidových obyčejů a nápadů pro šikovné ruce,2008,256
,Recepty naší rodiny,2008,267
"Kotrba, Miroslav",Valašská kuchařka,2008,145
"Kareš, Jiří",Diabetická kuchařka,2008,89
"Tůma, Jan",Zahradní grily a krby,2008,77
,Dušené pokrmy,2008,64
,Čokoládové dobroty,2008,64
,Sladké pečení,2008,64
,Kuchařka pro gurmány,2008,64
,Veselé vaření s dětmi,2008,64
,Speciality z pánve,2008,64
,Nápaditá kuchařka,2008,64
,Recepty z dovolené,2008,64
,Slané a sladké mufiny a řezy,2008,64
,Slané a sladké pečivo,2008,64
,Brambory pokaždé jinak,2008,64
,Kuchařka pro každý den,2008,64
,Praktické rady a návody pro domácnost zdraví a krásu,2008,103
"Rakušanová, Jarmila",Kuchařka paní nadlesní,2008,119
,Čokoládové dobroty,2008,96
,Kuře,2008,48
,Těstoviny,2008,48
,Moučníky a dezerty,2008,48
,Rýže & rizota,2008,48
,Omáčky & marinády,2008,48
,Zeleninové speciality,2008,48
"Canfield, Jack",Slepičí polévka pro pracující mámu,2008,273
"Mihulová, Marie",Léčení stravou,2008,127
,Rychlá pánev,2008,48
,Polévky,2008,48
"Strnadelová, Vladimíra",Radost z jídla,2008,189
"Požárová, Lenka",Rajčata,2008,60
"Sulzberger, Margrit",Vaříme hyperaktivnímu dítěti,2008,132
"Pišová, Jana Florentýna",Kuchařka pro dceru,2008,389
,Kuchařka moravských vinařek,2008,326
,Těstoviny pro každý den,2008,256
"Ries, Wolfgang",Dětská party,2008,63
,Kuchařka Medvídka Pú,2008,45
,Káva a kávové speciality,2008,95
"Dreyer, Eva-Maria",Bylinky do kuchyně a jejich jedovatí dvojníci,2008,141
"Metz, Reinhold",Restaurace a host,2008,606
"Murtingerová, Eva",Sladkosti zcela bez cukru,2008,344
"Špánková, Dana",Příprava pokrmů,2008,113
,Mleté maso,2008,96
"Jiménez, Luis",Kuchařka tajných receptů z klášterů,2008,341
,Cider v kuchyni,2008,99
"Longhe, Aliena de",Hubnout musíš od hlavy,2008,124
"Dvořák, Daniel",Kapesní atlas jedlých hub,2008,202
,Hody hody doprovody--,2008,34
,Vznešenost lovu a kuchařského umění,2008,95
"Marhold, Jiří",Krkonošská kuchařka,2008,435
"Novotný, Filip",O Posvícení všechno to voní,2008,48
"Vlk, Václav",Zahradní pece na pizzu a chleba,2008,96
"Michňová, Pavla",Nejlepší omáčky,2008,106
"Peychlová, Bohumíra",Redukční dieta snadno a rychle,2008,58
"Michňová, Pavla",Nejlepší recepty pikantních chutí,2008,106
"Michňová, Pavla",Nejlepší lidové recepty,2008,90
"Turner, Lisa",Jídla která léčí,2008,239
"Dalby, Andrew",Nebezpečné chutě,2008,187
"Havlů, Karina",Domácí sušení,2008,191
"Štiková, Eva",Rybářská kuchařka,2008,75
"Cibulka, Jiří",Konzervujeme ovoce zeleninu houby maso,2008,192
"Trnková, Klára",Tajné bylinkové recepty naší babičky,2008,36
"Trnková, Klára",Tajné staročeské recepty naší babičky,2008,36
"Karmel, Annabel",Vaříme pro kojence a předškoláky,2008,192
,Festival francouzských chutí a vůní,2008,1
,Rodinná encyklopedie pečení,2008,479
"Pigal, Petr",Netrapte se dietami,2008,185
"Froydová, Maria",Kluci v akci 4,2008,219
"Bertinet, Richard",Domácí pečivo,2008,160
,Vše o vaření,2008,432
,Těstoviny pro labužníky,2008,160
,Bramborová kuchařka,2008,320
,Drůbež mnoha chutí,2008,160
"Samwald, Achim",Sušíme ovoce zeleninu bylinky a houby,2008,127
"Bárta, Luboš",Třetí kniha o kráse snoubení vín a pokrmů,2008,247
,Těstoviny,2008,96
,Saláty,2008,96
,Grilování,2008,96
"Škachová, Šárka",Rande s gurmánkou v české kuchyni,2008,205
"Kellow, Juliette",Zázračné potraviny pro děti,2008,127
,Recepty pro diabetiky 6 2009,2008,32
"Horecký, Vladimír",Hrníčková kuchařka 2009,2008,30
"Lorenz-Ladener, Claudia",Zahradní pekárny,2008,134
"Požárová, Lenka",Cukety,2008,58
"Marešová, Miroslava",Opilý beránek v kotlíku a další dobroty z ovčího a kozího masa,2008,108
"Lukáčová, Markéta",Vánoční inspirace,2008,140
,Jídlo,2008,368
,Těstoviny,2008,399
,52 bleskových receptů HRK-HRK,2008,127
"Poncová, Svatava",Velká barevná domácí kuchařka,2008,167
"Jirkovská, Alexandra",Jak (si) léčit obezitu při diabetu - saláty jako hlavní jídlo,2008,98
,Andělská kuchařka,2008,84
"Poláček, Jiří",Domácí kuchyně 2009,2008,30
"Poláček, Jiří",Vaříme rychle a zdravě 2009,2008,30
"Chovancová, Ilona",Hravá kuchařka,2008,252
"Horecká, Zdenka",Vaříme chutně a přece hubneme,2008,175
"Trnková, Klára",Druhý rok s Měsícem,2008,127
"Hofman, Zdeněk",Postrach vod se vrací aneb Rybářská knížka,2008,155
"Královcová, Jana",Chutné saláty pro moderní ženu,2008,120
"Heřmánková, Blanka",Rychlé domácí recepty na každý den po celý rok,2008,425
"Liška, Juraj",Káva,2008,174
"Seinfeld, Jessica",Aby dětem chutnalo,2008,204
,Těstoviny rýže a ještě mnohem více,2008,976
,Zdravá kuchyně,2008,976
"Navarová, Kateřina",Moučníky koláče řezy,2008,213
"Petrová, Věra",Recepty za rozumnou cenu,2008,110
"Podlaha, Přemek",Vítězové z obrazovky,2008,149
"Šebestová, Marcela",199 receptů Čtyřlístku,2008,48
"Malovický, Václav",Kuchyně staré Šumavy,2008,256
"Lánská, Dagmar",Zelenina od A do Z,2008,143
"Dostálová, Jana",Co se děje s potravinami při přípravě pokrmů,2008,53
,Nápadník pro šikovné holky,2008,252
"Kay, Sarah",Rok se Sárou,2008,120
"Havlů, Karina",Vegetariánská kuchařka,2008,143
"Michňová, Pavla",Palačinky omelety placky lívance vdolky,2008,106
"Kopecká-Vytlačilová, Marie",Medové perníky,2008,10
"Přichystal, Aleš",Kuchařka pro žadatele z fondů EU aneb Jak uvařit dobrý projekt,2008,153
,Půjdem spolu do Betléma,2008,1
,Vše kolem vaření,2008,391
"Bridge, Tom",Těstoviny,2008,256
"Bridge, Tom",Kuře,2008,256
"Rytířová, Helena",Nedělní menu,2008,315
,[Vánoční box],2008,1
"Machala, Karel",Kvašená zelenina pro zdraví a vitalitu,2008,157
"Košíková, Irena",V kuchyni s Čirinou,2008,177
"Fujera, Sam",Zrozen ke zdraví,2008,159
,Omáčky,2008,160
,Evropská menu 2009,2008,18
"Kuras, Benjamin",Kulinářská velmoc Británie,2008,190
"Frank, Jiří",Kuchařský zeměpis,2008,176
"Košíková, Irena",S Čirinou na cestách,2008,179
"Košíková, Irena",Vaření s Čirinou aneb Čtvero ročních období v kuchyni,2008,169
"Zifko, Udo",Hýčkejte svou paměť,2008,192
,Culinaria Francie,2008,468
"Pišová, Jana Florentýna",Vánoční kuchařka pro dceru,2008,152
"Zemanová, Hana",Biokuchařka Hanky Zemanové,2008,179
"Trnková, Klára",Tajné novoroční recepty naší babičky,2008,39
"Bondy, Ruth",Boží hody,2008,177
"Canfield, Jack",Slepičí polévka pro matku a dceru,2008,289
"Frantinová, Eva",Pod pokličkou s--,2008,193
,Cukroví z Dony,2008,107
"Berzsiová, Pavlína",Velká domácí cukrářka,2008,448
"Hagmann, Klaus",Bleskové likéry,2008,119
"Kocourková, Zdena",Domácí moučník,2008,173
,Vaření se zámeckou paní,2008,1
,Culinaria Itálie,2008,496
"Steingarten, Jeffrey",Muž který snědl vše,2008,396
"Krátký, Stanislav",Z vařajú po Slovácku anebo Dneskaj vaříme spolem,2008,117
"Požárová, Lenka",Tvaroh,2008,62
"Škvařilová, Eliška",Moučníky a cukroví tentokrát zdravě,2008,186
"Karmel, Annabel",SuperRecepty pro kojence a nejmenší děti,2008,199
"John, Jiří",Vaření piva v Českých zemích & zaniklé pivovary na Sokolovsku,2008,231
"Ripley, Jacqui",Dokonalý dámský domácí večírek,2008,211
"Styler, Christopher",Zoufalé manželky,2008,278
"Kořínková, Lenka",Dieta do kapsy,2008,200
"Froydová, Maria",Fit rodinka,2008,143
"Mandžuková, Jarmila",Výživa v těhotenství od A do Z,2008,99
"Sedláčková, Hana",Technologie přípravy pokrmů 3,2008,87
,Kuchařka 2009,2008,13
,Receptář 2009,2008,29
"Krajč, Jan",Snadná jídla,2008,165
,Kuchařka pro každý den 2 2009,2008,32
,Sama doma 2009,2008,31
,Paštiky a teriny,2008,159
,Zlatá čokoládová kniha,2008,703
,To nejlepší z bylinek 2,2008,34
,Český kapr na talíři,2008,13
"Kiedroňová, Blanka",Vaříme dětem maličkým a malým zdravě a s využitím energií potravin,2008,59
"Wilcock, Fiona",Těhotenská kuchařka,2008,128
"Schejbal, Zdeněk",Asijská kuchařka,2008,125
"Sauer Kolčavová, Gabriela",Mlsáme zdravěji,2008,10
"Sedláčková, Hana",Jogurtová kuchařka,2008,179
"Gils Slavíková, Mirka van",Kouzlo dezertů,2008,158
,Ovoce a zelenina,2008,313
,Muffiny,2008,128
"Runštuk, Jaroslav",Receptury studených pokrmů,2008,815
,Hubněte ve spánku,2008,143
,Největší kniha koktejlů,2008,599
"Cimbura, Stanislav",Rok plný sladkostí 2009,2008,30
"Poláček, Jiří",Zdravé recepty 2009,2008,29
"Poláček, Jiří",Česká kuchyně 2009,2008,29
"Cimbura, Stanislav",Rok plný sladkostí 2009,2008,29
,Kluci v akci 3 - 2009,2008,31
"Poláček, Jiří",Recepty z Dámského klubu 2009,2008,31
"Cimbura, Stanislav",Recepty pro štíhlou linii 2009,2008,16
"Choutka, Miloš",Dobrou chuť 2009,2008,30
"Karkan, Eduard",Ottova kuchařka + daňový kalendář 2009,2008,33
"Hrbková, Alena",Rychlé recepty 2009,2008,16
"Cimbura, Stanislav",Bramborová kuchařka 2009,2008,29
"Choutka, Miloš",Rybí kuchyně 2009,2008,30
"Poláček, Jiří",Česká kuchyně 2009,2008,30
,Bramborová kuchařka 2009,2008,32
"Bauerová, Hana",Šumavská kuchařka 2009,2008,32
"Matějka, Václav",Houbařský kalendář 2009,2008,13
"Sedláčková, Hana",Technologie přípravy pokrmů 5,2008,135
"Proebst, Margit",Malá velká kuchařka,2008,360
,Kulinářské speciality Moravského Kravařska,2008,35
"Vašák, Jaroslav",Hrnečku měř,2008,136
"Langer, Jiří",Slovník vybraných pojmů znakového jazyka pro oblast gastronomie a příprava pokrmů,2008,1
"Hasalová, Soňa",Buchty a koláče,2008,92
"Badal, Milan",Liga destilatérů a kurzy hladovění,2008,129
"Filipová, Eva",Česká kuchyně v moderním pojetí,2008,212
"Šroubek, Karel",Jak se vaří u Šroubka,2008,239
"Průchová, Jarmila",Dvě nové hrozby pro každého,2008,256
"Žaludová, Runka",Domácí paštiky,2008,131
,Tajemství dezertů Carte d'Or,2008,81
,196 receptů,2008,34
,Vánoce,2008,34
,1000 vybraných receptů od A do Z,2008,49
,Víno v kuchyni,2008,81
,Zvěřina,2008,82
"Rodriguez, Judith C.",Velký průvodce dietami,2008,192
,Pro vánoční pohodu,2008,188
"Šandová, Miroslava",Houby v kuchyni,2008,1
"Šandová, Miroslava",Houby v kuchyni,2008,1
"Frič, Přemysl",Celiakie,2008,186
,Houby v kuchyni,2008,26
,Zvěřinové speciality 2009,2008,15
"Řehořková, Pavla",Odvápnění kostí čili Osteoporóza,2008,106
,Houby 2009,2008,29
,Mezikulturní dialog,2008,
,Těstoviny,2008,256
,Pečení,2008,256
,Grilování,2008,224
"Šroubek, Karel",Jak se vaří u Šroubka,2008,239
"Farrow, Joanna",Nejlepší omáčky,2008,128
,Vypěstuj a sněz,2008,80
,Saláty,2008,96
"Šebestíková, Tereza",Přiletěl k nám čáp,2008,95
"Doeser, Linda",Džusy a koktejly,2008,224
"Herrmann, Hubert",Přeměna trávy na hovězí aneb Z pastviny na talíř,2008,159
"Karmel, Annabel",Vařím s maminkou,2008,47
,Evropská menu 2010,2008,18
,Magická chuť moučníků,2008,199
"Melina, Vesanto",Průvodce (začínajícího) vegetariána,2008,429
"Farrow, Joanna",Dobroty z čokolády,2008,128
"Sieberová, Ivana",Vánoční hody vítejme--,2008,20
"Dittertová, Eva",Kuchyně starého Chebu,2008,288
"Bajer, Jiří",Rakytník - jeho pěstování a využití,2008,50
"Pechová, Jaroslava",Hrníčková kuchařka,2008,133
"Pechová, Jaroslava",Hrníčková kuchařka,2008,146
"Pechová, Jaroslava",Hrníčková kuchařka,2008,135
,Yerba maté,2008,
"Rákosníková, Jitka",Knedlíky,2008,87
"Norman, Jill",Bylinky a koření v kuchyni,2008,336
,Praktický průvodce rekonstrukcí kuchyně,2008,66
"Marečková, Jaroslava Vilemína",Vilemínino zátiší,2008,
"Trnková, Klára",Tajné vánoční recepty naší babičky,2008,39
"Rajniš, Zdeněk",Život je krásný,2008,255
"Frolíková, Jana",2000 nejlepších receptů z české i zahraniční kuchyně,2008,288
"Artz, Vojtech",Vánoční kuchařka,2008,77
,Jak se vařilo a vaří v Nové Pace,2008,61
,Strava jako lék,2008,223
,Krása korejského jídla,2009,263
"Havrda, Lubomír",Staročeská kuchyně Chlumecka,2009,64
,Grilujeme,2009,367
"Kalina, Tomáš",Nudle,2009,71
"Matuška, Robert",Gastrosexuální pátky,2009,175
"Kramer-Priesch, Herta",Laktóza a fruktóza,2009,127
"Peterson, James",Co by měl vědět správný kuchař,2009,432
"Ricciotti, Hope",Kuchařka pro těhotné,2009,192
"Drennan, Matthew",Grilujeme s Weberem,2009,159
"Sherwood, Alice",Kuchařka pro alergiky,2009,224
"Lawson, Nigella",Vaříme expres,2009,318
,Lahůdky z mléka vajec a sýrů,2009,160
,Pochoutky z rýže luštěnin a obilnin,2009,160
"Faktor, Viktor",Tradiční česká kuchyně,2009,93
"Doležalová, Alena",Hity naší kuchyně,2009,109
"Liška, Juraj",Káva,2009,173
"Mikšovic, Alexander",Bar,2009,610
"Schroder, Carla",Linux,2009,596
"Fullerton-Smith, Jill",Pravda o jídle,2009,240
"Zani, Lorenzo",Od večeře ke kříži,2009,183
"Šmikmátorová, Pavla",Receptíky pro kuchtíky,2009,60
,Brambory pokaždé jinak,2009,48
,Chuťovky,2009,48
,Pikantní minutky,2009,48
,Steaky a jiné speciality z vepřového masa,2009,48
,Jednohubky,2009,48
,Bez tuku,2009,48
,Tlustá kniha (nejen) o hubnutí,2009,415
"Stepanova, Iryna",Kluci a holky v akci,2009,113
"Vrábková, Helena",Co vařily naše babičky a co jsme my zapomněli,2009,127
"Vrábková, Helena",Co věděly naše babičky a co jsme my zapomněli,2009,127
"Chaloupka, Vladimír",Houby v kuchyni,2009,255
"Orey, Cal",Zázračná síla octa,2009,327
"Adam, Olaf",Jak hubnout bez hladovění,2009,175
"Trejbal, Jaromír",Z hotelu Ritz do kuchyně Vlasty Buriana,2009,295
"Orey, Cal",Zázračná síla olivového oleje,2009,288
,Špalíček receptů,2009,832
,Špalíček receptů,2009,832
,Chléb z domácí pekárny,2009,287
"Sova, Eduard",Nejen moudrá strava od Sovy III aneb Jak na raka a jeho kumpány,2009,144
"Lesáková, Stanislava",Sladké čarování aneb Cukrářská výroba doma,2009,88
"Hubáčková, Andrea",Víno na talíři,2009,100
"Laskin, Avner",Olivy,2009,128
"Laskin, Avner",Ořechy,2009,128
"Duží, Jana",Knedlíky a omáčky,2009,112
"Poncová, Svatava",Sladké pokušení,2009,112
"Zbořilová, Constans",Staročeské recepty aneb Jak vařily naše prababičky,2009,48
"Gregora, Martin",Jídelníček kojenců a malých dětí,2009,175
"Skřička, Tomáš",Dieta u pacientů se střevními vývody a po operaci střev,2009,68
"Palička, Milan",Sladkovodní kuchařka,2009,215
"Havlů, Karina",Vaříme v titanovém nádobí,2009,157
"Beckett, Fiona",Jídlo víno přátelé,2009,160
"Duží, Jana",Masíčko pitíčko a jiné dobrůtky,2009,112
"Duží, Jana",Selská kuchyně,2009,112
"Cutler, Bunty",211 věcí které zvládne každé bystré děvče,2009,269
"Klescht, Vladimír",Projezte se ke štíhlosti,2009,160
"Nekola, Karel",Kuchařka na cesty,2009,96
,Dobrou chuť aneb Co chutná v Česku,2009,247
"Palička, Milan",Ryba domácí na váš stůl aneb Recepty ze sladkovodních ryb,2009,210
"Sklenář, Zbyněk",Magistraliter receptura v dermatologii,2009,441
"Mandžuková, Jarmila",Kuchařské švindly aneb Co čím a jak nahradit,2009,126
"Žurman, Alexandr",Guláše a jejich příbuzní,2009,116
"Vašák, Jaroslav",Královské kuře,2009,101
"Vašák, Jaroslav",Kuchařský fortelník aneb Abeceda dobrých rad jak v kuchyni neprohrát,2009,199
,Pro jarní pohodu,2009,168
"Grotto, David W.",101 potravin které vám mohou zachránit život,2009,399
"Casparek-Türkkan, Erika",Vánoční pečení,2009,127
,Nevšední večeře pro všední den,2009,320
"Winnerová, Alena",Grilování,2009,224
"Duží, Jana",Čínská kuchyně,2009,112
,52 šťavnatých receptů s ovocem,2009,127
"Lánská, Dagmar",Ovoce na stovky chutí,2009,126
"Maderia, Crystal June",Nová kuchařka s mořskými řasami,2009,151
"Horsáková, Monika",Pod pokličkou 4,2009,220
,Recepty naší rodiny,2009,349
"Trnková, Klára",Tajné slavnostní recepty naší babičky,2009,38
"Trnková, Klára",Tajné nedělní recepty naší babičky,2009,38
"Trnková, Klára",Tajné nedělní recepty naší babičky,2009,38
"Trnková, Klára",Tajné zahrádkové recepty naší babičky,2009,39
"Hackstein, Yara",Malé dobroty pro váš stůl,2009,294
"Long, Walter",Dar od mistrů čínské kuchyně,2009,61
"Poncová, Svatava",Recepty kuchařky Svatavy,2009,174
,Čerstvé ovoce a dezerty,2009,160
,Lehké obědy a svačiny,2009,160
,Slepičí polévka pro otce a syna,2009,247
"Hunter, Fionna",Zdravá a chutná strava pro silné kosti,2009,128
"Myers, Elaine",Zdravá a chutná strava pro ženy 50+,2009,128
"Dusy, Tanja",Brunch a bufet,2009,125
"Van Straten, Michael",Jak zhubnout do malých večerních,2009,112
"Jikoko, Cherry",Love menu,2009,63
"Chaloupka, Vít",Chaloupkova moderní zdravá kuchařka,2009,368
"Mačingová, Antónia",Zhubněte jednou provždy,2009,239
